data,variavel,valor
1999-12-01,Não comercializáveis,0.23
1999-12-01,Não-duráveis,1.04
1999-12-01,Semi-duráveis,0.72
1999-12-01,Serviços,0.28
2000-01-01,Alimentos,0.94
2000-01-01,Comercializáveis,0.47
2000-01-01,Duráveis,0.5
2000-01-01,Industriais,0.46
2000-01-01,Livres,0.65
2000-01-01,Monitorados,0.54
2000-01-01,Não comercializáveis,0.85
2000-01-01,Não-duráveis,0.78
2000-01-01,Semi-duráveis,0.18
2000-01-01,Serviços,0.69
2000-02-01,Alimentos,-0.5
2000-02-01,Comercializáveis,0.1
2000-02-01,Duráveis,0.99
2000-02-01,Industriais,0.49
2000-02-01,Livres,0.22
2000-02-01,Monitorados,-0.15
2000-02-01,Não comercializáveis,0.37
2000-02-01,Não-duráveis,-0.11
2000-02-01,Semi-duráveis,-0.05
2000-02-01,Serviços,0.38
2000-03-01,Alimentos,-0.63
2000-03-01,Comercializáveis,-0.33
2000-03-01,Duráveis,0.85
2000-03-01,Industriais,0.16
2000-03-01,Livres,-0.11
2000-03-01,Monitorados,1.22
2000-03-01,Não comercializáveis,0.15
2000-03-01,Não-duráveis,-0.24
2000-03-01,Semi-duráveis,-1.05
2000-03-01,Serviços,-0.11
2000-04-01,Alimentos,-0.54
2000-04-01,Comercializáveis,0.05
2000-04-01,Duráveis,0.72
2000-04-01,Industriais,0.45
2000-04-01,Livres,0.54
2000-04-01,Monitorados,0.05
2000-04-01,Não comercializáveis,1.11
2000-04-01,Não-duráveis,-0.21
2000-04-01,Semi-duráveis,0.59
2000-04-01,Serviços,1.47
2000-05-01,Alimentos,-0.98
2000-05-01,Comercializáveis,-0.04
2000-05-01,Duráveis,0.47
2000-05-01,Industriais,0.37
2000-05-01,Livres,-0.07
2000-05-01,Monitorados,0.26
2000-05-01,Não comercializáveis,-0.11
2000-05-01,Não-duráveis,-0.42
2000-05-01,Semi-duráveis,0.49
2000-05-01,Serviços,-0.07
2000-06-01,Alimentos,0.07
2000-06-01,Comercializáveis,0.59
2000-06-01,Duráveis,0.36
2000-06-01,Industriais,0.45
2000-06-01,Livres,0.24
2000-06-01,Monitorados,0.19
2000-06-01,Não comercializáveis,-0.15
2000-06-01,Não-duráveis,0.26
2000-06-01,Semi-duráveis,0.72
2000-06-01,Serviços,0.0
2000-07-01,Alimentos,2.38
2000-07-01,Comercializáveis,1.37
2000-07-01,Duráveis,0.73
2000-07-01,Industriais,0.4
2000-07-01,Livres,0.74
2000-07-01,Monitorados,4.23
2000-07-01,Não comercializáveis,0.01
2000-07-01,Não-duráveis,1.29
2000-07-01,Semi-duráveis,0.63
2000-07-01,Serviços,0.04
2000-08-01,Alimentos,2.58
2000-08-01,Comercializáveis,1.09
2000-08-01,Duráveis,0.7
2000-08-01,Industriais,0.4
2000-08-01,Livres,0.86
2000-08-01,Monitorados,2.63
2000-08-01,Não comercializáveis,0.57
2000-08-01,Não-duráveis,1.46
2000-08-01,Semi-duráveis,0.47
2000-08-01,Serviços,0.24
2000-09-01,Alimentos,0.61
2000-09-01,Comercializáveis,0.25
2000-09-01,Duráveis,0.37
2000-09-01,Industriais,0.3
2000-09-01,Livres,0.32
2000-09-01,Monitorados,-0.03
2000-09-01,Não comercializáveis,0.4
2000-09-01,Não-duráveis,0.39
2000-09-01,Semi-duráveis,0.53
2000-09-01,Serviços,0.13
2000-10-01,Alimentos,0.1
2000-10-01,Comercializáveis,0.01
2000-10-01,Duráveis,0.47
2000-10-01,Industriais,0.32
2000-10-01,Livres,0.2
2000-10-01,Monitorados,-0.03
2000-10-01,Não comercializáveis,0.42
2000-10-01,Não-duráveis,0.09
2000-10-01,Semi-duráveis,0.54
2000-10-01,Serviços,0.1
2000-11-01,Alimentos,-0.16
2000-11-01,Comercializáveis,-0.04
2000-11-01,Duráveis,0.16
2000-11-01,Industriais,0.16
2000-11-01,Livres,0.06
2000-11-01,Monitorados,1.07
2000-11-01,Não comercializáveis,0.17
2000-11-01,Não-duráveis,-0.08
2000-11-01,Semi-duráveis,0.4
2000-11-01,Serviços,0.08
2000-12-01,Alimentos,-0.73
2000-12-01,Comercializáveis,0.07
2000-12-01,Duráveis,0.08
2000-12-01,Industriais,0.24
2000-12-01,Livres,-0.02
2000-12-01,Monitorados,2.32
2000-12-01,Não comercializáveis,-0.12
2000-12-01,Não-duráveis,-0.36
2000-12-01,Semi-duráveis,0.74
2000-12-01,Serviços,0.14
2001-01-01,Alimentos,0.82
2001-01-01,Comercializáveis,0.28
2001-01-01,Duráveis,0.32
2001-01-01,Industriais,0.29
2001-01-01,Livres,0.48
2001-01-01,Monitorados,0.84
2001-01-01,Não comercializáveis,0.71
2001-01-01,Não-duráveis,0.55
2001-01-01,Semi-duráveis,0.34
2001-01-01,Serviços,0.5
2001-02-01,Alimentos,-0.11
2001-02-01,Comercializáveis,0.1
2001-02-01,Duráveis,0.46
2001-02-01,Industriais,0.48
2001-02-01,Livres,0.42
2001-02-01,Monitorados,0.58
2001-02-01,Não comercializáveis,0.78
2001-02-01,Não-duráveis,0.31
2001-02-01,Semi-duráveis,-0.16
2001-02-01,Serviços,0.73
2001-03-01,Alimentos,1.27
2001-03-01,Comercializáveis,0.41
2001-03-01,Duráveis,0.37
2001-03-01,Industriais,0.43
2001-03-01,Livres,0.51
2001-03-01,Monitorados,0.02
2001-03-01,Não comercializáveis,0.63
2001-03-01,Não-duráveis,1.05
2001-03-01,Semi-duráveis,-0.14
2001-03-01,Serviços,0.06
2001-04-01,Alimentos,2.15
2001-04-01,Comercializáveis,0.6
2001-04-01,Duráveis,0.14
2001-04-01,Industriais,0.25
2001-04-01,Livres,0.81
2001-04-01,Monitorados,-0.06
2001-04-01,Não comercializáveis,1.06
2001-04-01,Não-duráveis,1.36
2001-04-01,Semi-duráveis,0.18
2001-04-01,Serviços,0.62
2001-05-01,Alimentos,0.51
2001-05-01,Comercializáveis,0.45
2001-05-01,Duráveis,0.52
2001-05-01,Industriais,0.36
2001-05-01,Livres,0.41
2001-05-01,Monitorados,0.42
2001-05-01,Não comercializáveis,0.36
2001-05-01,Não-duráveis,0.41
2001-05-01,Semi-duráveis,0.3
2001-05-01,Serviços,0.38
2001-06-01,Alimentos,-0.17
2001-06-01,Comercializáveis,0.27
2001-06-01,Duráveis,0.22
2001-06-01,Industriais,0.26
2001-06-01,Livres,0.17
2001-06-01,Monitorados,1.51
2001-06-01,Não comercializáveis,0.05
2001-06-01,Não-duráveis,-0.12
2001-06-01,Semi-duráveis,0.87
2001-06-01,Serviços,0.3
2001-07-01,Alimentos,0.53
2001-07-01,Comercializáveis,0.73
2001-07-01,Duráveis,0.3
2001-07-01,Industriais,0.48
2001-07-01,Livres,0.58
2001-07-01,Monitorados,3.4
2001-07-01,Não comercializáveis,0.42
2001-07-01,Não-duráveis,0.54
2001-07-01,Semi-duráveis,0.64
2001-07-01,Serviços,0.77
2001-08-01,Alimentos,0.89
2001-08-01,Comercializáveis,0.63
2001-08-01,Duráveis,0.14
2001-08-01,Industriais,0.48
2001-08-01,Livres,0.6
2001-08-01,Monitorados,0.96
2001-08-01,Não comercializáveis,0.58
2001-08-01,Não-duráveis,0.83
2001-08-01,Semi-duráveis,0.51
2001-08-01,Serviços,0.56
2001-09-01,Alimentos,0.19
2001-09-01,Comercializáveis,0.29
2001-09-01,Duráveis,-0.38
2001-09-01,Industriais,0.25
2001-09-01,Livres,0.22
2001-09-01,Monitorados,0.45
2001-09-01,Não comercializáveis,0.13
2001-09-01,Não-duráveis,0.41
2001-09-01,Semi-duráveis,0.4
2001-09-01,Serviços,0.2
2001-10-01,Alimentos,1.37
2001-10-01,Comercializáveis,1.03
2001-10-01,Duráveis,0.46
2001-10-01,Industriais,0.62
2001-10-01,Livres,0.71
2001-10-01,Monitorados,1.15
2001-10-01,Não comercializáveis,0.34
2001-10-01,Não-duráveis,1.11
2001-10-01,Semi-duráveis,0.56
2001-10-01,Serviços,0.34
2001-11-01,Alimentos,1.31
2001-11-01,Comercializáveis,1.25
2001-11-01,Duráveis,0.8
2001-11-01,Industriais,0.95
2001-11-01,Livres,0.77
2001-11-01,Monitorados,0.55
2001-11-01,Não comercializáveis,0.21
2001-11-01,Não-duráveis,1.25
2001-11-01,Semi-duráveis,0.77
2001-11-01,Serviços,0.08
2001-12-01,Alimentos,0.48
2001-12-01,Comercializáveis,1.03
2001-12-01,Duráveis,1.03
2001-12-01,Industriais,1.14
2001-12-01,Livres,0.7
2001-12-01,Monitorados,0.51
2001-12-01,Não comercializáveis,0.31
2001-12-01,Não-duráveis,0.73
2001-12-01,Semi-duráveis,1.5
2001-12-01,Serviços,0.22
2002-01-01,Alimentos,0.86
2002-01-01,Comercializáveis,0.57
2002-01-01,Duráveis,0.87
2002-01-01,Industriais,0.7
2002-01-01,Livres,0.58
2002-01-01,Monitorados,0.36
2002-01-01,Não comercializáveis,0.59
2002-01-01,Não-duráveis,0.76
2002-01-01,Semi-duráveis,0.54
2002-01-01,Serviços,0.19
2002-02-01,Alimentos,0.01
2002-02-01,Comercializáveis,0.35
2002-02-01,Duráveis,0.46
2002-02-01,Industriais,0.58
2002-02-01,Livres,0.63
2002-02-01,Monitorados,-0.38
2002-02-01,Não comercializáveis,0.97
2002-02-01,Não-duráveis,0.49
2002-02-01,Semi-duráveis,-0.2
2002-02-01,Serviços,1.22
2002-03-01,Alimentos,0.21
2002-03-01,Comercializáveis,0.31
2002-03-01,Duráveis,0.16
2002-03-01,Industriais,0.6
2002-03-01,Livres,0.38
2002-03-01,Monitorados,1.21
2002-03-01,Não comercializáveis,0.45
2002-03-01,Não-duráveis,0.68
2002-03-01,Semi-duráveis,0.12
2002-03-01,Serviços,0.15
2002-04-01,Alimentos,-0.39
2002-04-01,Comercializáveis,0.11
2002-04-01,Duráveis,0.38
2002-04-01,Industriais,0.51
2002-04-01,Livres,0.29
2002-04-01,Monitorados,2.16
2002-04-01,Não comercializáveis,0.51
2002-04-01,Não-duráveis,-0.04
2002-04-01,Semi-duráveis,0.94
2002-04-01,Serviços,0.5
2002-05-01,Alimentos,-0.94
2002-05-01,Comercializáveis,0.07
2002-05-01,Duráveis,0.47
2002-05-01,Industriais,0.57
2002-05-01,Livres,0.18
2002-05-01,Monitorados,0.3
2002-05-01,Não comercializáveis,0.3
2002-05-01,Não-duráveis,-0.35
2002-05-01,Semi-duráveis,1.16
2002-05-01,Serviços,0.44
2002-06-01,Alimentos,0.11
2002-06-01,Comercializáveis,0.21
2002-06-01,Duráveis,-0.14
2002-06-01,Industriais,0.17
2002-06-01,Livres,0.15
2002-06-01,Monitorados,1.14
2002-06-01,Não comercializáveis,0.07
2002-06-01,Não-duráveis,0.02
2002-06-01,Semi-duráveis,1.11
2002-06-01,Serviços,0.15
2002-07-01,Alimentos,1.23
2002-07-01,Comercializáveis,0.61
2002-07-01,Duráveis,0.09
2002-07-01,Industriais,0.35
2002-07-01,Livres,0.67
2002-07-01,Monitorados,2.56
2002-07-01,Não comercializáveis,0.73
2002-07-01,Não-duráveis,0.84
2002-07-01,Semi-duráveis,0.75
2002-07-01,Serviços,0.69
2002-08-01,Alimentos,2.28
2002-08-01,Comercializáveis,1.26
2002-08-01,Duráveis,0.27
2002-08-01,Industriais,0.4
2002-08-01,Livres,0.84
2002-08-01,Monitorados,0.15
2002-08-01,Não comercializáveis,0.36
2002-08-01,Não-duráveis,1.47
2002-08-01,Semi-duráveis,0.44
2002-08-01,Serviços,0.4
2002-09-01,Alimentos,2.36
2002-09-01,Comercializáveis,1.49
2002-09-01,Duráveis,0.91
2002-09-01,Industriais,0.73
2002-09-01,Livres,1.03
2002-09-01,Monitorados,-0.07
2002-09-01,Não comercializáveis,0.48
2002-09-01,Não-duráveis,1.56
2002-09-01,Semi-duráveis,0.77
2002-09-01,Serviços,0.43
2002-10-01,Alimentos,3.32
2002-10-01,Comercializáveis,2.18
2002-10-01,Duráveis,0.99
2002-10-01,Industriais,1.1
2002-10-01,Livres,1.36
2002-10-01,Monitorados,1.18
2002-10-01,Não comercializáveis,0.38
2002-10-01,Não-duráveis,2.38
2002-10-01,Semi-duráveis,1.13
2002-10-01,Serviços,0.17
2002-11-01,Alimentos,6.68
2002-11-01,Comercializáveis,3.58
2002-11-01,Duráveis,2.18
2002-11-01,Industriais,1.67
2002-11-01,Livres,2.53
2002-11-01,Monitorados,4.29
2002-11-01,Não comercializáveis,1.26
2002-11-01,Não-duráveis,4.42
2002-11-01,Semi-duráveis,1.23
2002-11-01,Serviços,0.4
2002-12-01,Alimentos,4.24
2002-12-01,Comercializáveis,3.28
2002-12-01,Duráveis,1.05
2002-12-01,Industriais,2.3
2002-12-01,Livres,2.32
2002-12-01,Monitorados,1.53
2002-12-01,Não comercializáveis,1.14
2002-12-01,Não-duráveis,4.09
2002-12-01,Semi-duráveis,1.28
2002-12-01,Serviços,0.67
2003-01-01,Alimentos,2.37
2003-01-01,Comercializáveis,1.73
2003-01-01,Duráveis,1.43
2003-01-01,Industriais,1.67
2003-01-01,Livres,1.64
2003-01-01,Monitorados,3.83
2003-01-01,Não comercializáveis,1.53
2003-01-01,Não-duráveis,2.26
2003-01-01,Semi-duráveis,0.93
2003-01-01,Serviços,1.03
2003-02-01,Alimentos,1.47
2003-02-01,Comercializáveis,0.79
2003-02-01,Duráveis,0.57
2003-02-01,Industriais,0.58
2003-02-01,Livres,1.12
2003-02-01,Monitorados,2.71
2003-02-01,Não comercializáveis,1.54
2003-02-01,Não-duráveis,1.13
2003-02-01,Semi-duráveis,0.3
2003-02-01,Serviços,1.69
2003-03-01,Alimentos,1.74
2003-03-01,Comercializáveis,1.44
2003-03-01,Duráveis,0.75
2003-03-01,Industriais,1.53
2003-03-01,Livres,1.29
2003-03-01,Monitorados,1.08
2003-03-01,Não comercializáveis,1.1
2003-03-01,Não-duráveis,2.02
2003-03-01,Semi-duráveis,1.11
2003-03-01,Serviços,0.49
2003-04-01,Alimentos,1.06
2003-04-01,Comercializáveis,1.11
2003-04-01,Duráveis,0.64
2003-04-01,Industriais,1.14
2003-04-01,Livres,0.87
2003-04-01,Monitorados,1.21
2003-04-01,Não comercializáveis,0.58
2003-04-01,Não-duráveis,1.26
2003-04-01,Semi-duráveis,1.11
2003-04-01,Serviços,0.29
2003-05-01,Alimentos,0.45
2003-05-01,Comercializáveis,0.95
2003-05-01,Duráveis,0.12
2003-05-01,Industriais,0.72
2003-05-01,Livres,0.53
2003-05-01,Monitorados,0.81
2003-05-01,Não comercializáveis,0.0
2003-05-01,Não-duráveis,0.65
2003-05-01,Semi-duráveis,1.23
2003-05-01,Serviços,0.3
2003-06-01,Alimentos,-0.68
2003-06-01,Comercializáveis,0.38
2003-06-01,Duráveis,0.16
2003-06-01,Industriais,0.54
2003-06-01,Livres,0.2
2003-06-01,Monitorados,-1.02
2003-06-01,Não comercializáveis,-0.04
2003-06-01,Não-duráveis,-0.25
2003-06-01,Semi-duráveis,1.49
2003-06-01,Serviços,0.48
2003-07-01,Alimentos,-1.07
2003-07-01,Comercializáveis,-0.06
2003-07-01,Duráveis,0.11
2003-07-01,Industriais,0.27
2003-07-01,Livres,-0.01
2003-07-01,Monitorados,0.73
2003-07-01,Não comercializáveis,0.05
2003-07-01,Não-duráveis,-0.44
2003-07-01,Semi-duráveis,0.29
2003-07-01,Serviços,0.52
2003-08-01,Alimentos,-0.54
2003-08-01,Comercializáveis,0.07
2003-08-01,Duráveis,-0.12
2003-08-01,Industriais,0.22
2003-08-01,Livres,0.13
2003-08-01,Monitorados,0.86
2003-08-01,Não comercializáveis,0.22
2003-08-01,Não-duráveis,-0.11
2003-08-01,Semi-duráveis,0.26
2003-08-01,Serviços,0.61
2003-09-01,Alimentos,0.93
2003-09-01,Comercializáveis,0.67
2003-09-01,Duráveis,-0.04
2003-09-01,Industriais,0.34
2003-09-01,Livres,0.52
2003-09-01,Monitorados,1.44
2003-09-01,Não comercializáveis,0.31
2003-09-01,Não-duráveis,0.71
2003-09-01,Semi-duráveis,0.75
2003-09-01,Serviços,0.41
2003-10-01,Alimentos,0.4
2003-10-01,Comercializáveis,0.54
2003-10-01,Duráveis,-0.19
2003-10-01,Industriais,0.34
2003-10-01,Livres,0.38
2003-10-01,Monitorados,0.07
2003-10-01,Não comercializáveis,0.17
2003-10-01,Não-duráveis,0.45
2003-10-01,Semi-duráveis,0.81
2003-10-01,Serviços,0.42
2003-11-01,Alimentos,0.18
2003-11-01,Comercializáveis,0.25
2003-11-01,Duráveis,0.06
2003-11-01,Industriais,0.38
2003-11-01,Livres,0.33
2003-11-01,Monitorados,0.36
2003-11-01,Não comercializáveis,0.43
2003-11-01,Não-duráveis,0.26
2003-11-01,Semi-duráveis,0.91
2003-11-01,Serviços,0.39
2003-12-01,Alimentos,0.27
2003-12-01,Comercializáveis,0.51
2003-12-01,Duráveis,0.33
2003-12-01,Industriais,0.74
2003-12-01,Livres,0.54
2003-12-01,Monitorados,0.47
2003-12-01,Não comercializáveis,0.58
2003-12-01,Não-duráveis,0.56
2003-12-01,Semi-duráveis,0.95
2003-12-01,Serviços,0.46
2004-01-01,Alimentos,0.96
2004-01-01,Comercializáveis,0.53
2004-01-01,Duráveis,0.88
2004-01-01,Industriais,0.66
2004-01-01,Livres,0.73
2004-01-01,Monitorados,0.84
2004-01-01,Não comercializáveis,0.97
2004-01-01,Não-duráveis,0.82
2004-01-01,Semi-duráveis,0.35
2004-01-01,Serviços,0.62
2004-02-01,Alimentos,0.06
2004-02-01,Comercializáveis,0.06
2004-02-01,Duráveis,0.86
2004-02-01,Industriais,0.43
2004-02-01,Livres,0.75
2004-02-01,Monitorados,0.26
2004-02-01,Não comercializáveis,1.64
2004-02-01,Não-duráveis,0.16
2004-02-01,Semi-duráveis,0.14
2004-02-01,Serviços,1.9
2004-03-01,Alimentos,0.23
2004-03-01,Comercializáveis,0.69
2004-03-01,Duráveis,1.23
2004-03-01,Industriais,1.09
2004-03-01,Livres,0.69
2004-03-01,Monitorados,-0.07
2004-03-01,Não comercializáveis,0.68
2004-03-01,Não-duráveis,0.62
2004-03-01,Semi-duráveis,0.74
2004-03-01,Serviços,0.49
2004-04-01,Alimentos,-0.57
2004-04-01,Comercializáveis,0.51
2004-04-01,Duráveis,0.62
2004-04-01,Industriais,0.99
2004-04-01,Livres,0.39
2004-04-01,Monitorados,0.32
2004-04-01,Não comercializáveis,0.24
2004-04-01,Não-duráveis,0.2
2004-04-01,Semi-duráveis,1.2
2004-04-01,Serviços,0.3
2004-05-01,Alimentos,0.19
2004-05-01,Comercializáveis,0.75
2004-05-01,Duráveis,0.73
2004-05-01,Industriais,0.96
2004-05-01,Livres,0.57
2004-05-01,Monitorados,0.35
2004-05-01,Não comercializáveis,0.35
2004-05-01,Não-duráveis,0.52
2004-05-01,Semi-duráveis,1.33
2004-05-01,Serviços,0.3
2004-06-01,Alimentos,0.73
2004-06-01,Comercializáveis,0.8
2004-06-01,Duráveis,0.75
2004-06-01,Industriais,0.69
2004-06-01,Livres,0.58
2004-06-01,Monitorados,1.03
2004-06-01,Não comercializáveis,0.31
2004-06-01,Não-duráveis,0.59
2004-06-01,Semi-duráveis,1.16
2004-06-01,Serviços,0.26
2004-07-01,Alimentos,0.68
2004-07-01,Comercializáveis,0.55
2004-07-01,Duráveis,0.38
2004-07-01,Industriais,0.44
2004-07-01,Livres,0.52
2004-07-01,Monitorados,1.89
2004-07-01,Não comercializáveis,0.47
2004-07-01,Não-duráveis,0.52
2004-07-01,Semi-duráveis,0.78
2004-07-01,Serviços,0.49
2004-08-01,Alimentos,0.72
2004-08-01,Comercializáveis,0.3
2004-08-01,Duráveis,0.4
2004-08-01,Industriais,0.53
2004-08-01,Livres,0.6
2004-08-01,Monitorados,0.92
2004-08-01,Não comercializáveis,0.97
2004-08-01,Não-duráveis,0.66
2004-08-01,Semi-duráveis,0.61
2004-08-01,Serviços,0.59
2004-09-01,Alimentos,-0.31
2004-09-01,Comercializáveis,0.4
2004-09-01,Duráveis,0.86
2004-09-01,Industriais,0.51
2004-09-01,Livres,0.22
2004-09-01,Monitorados,0.59
2004-09-01,Não comercializáveis,0.0
2004-09-01,Não-duráveis,-0.19
2004-09-01,Semi-duráveis,1.08
2004-09-01,Serviços,0.23
2004-10-01,Alimentos,-0.48
2004-10-01,Comercializáveis,0.41
2004-10-01,Duráveis,0.76
2004-10-01,Industriais,0.69
2004-10-01,Livres,0.29
2004-10-01,Monitorados,0.8
2004-10-01,Não comercializáveis,0.14
2004-10-01,Não-duráveis,-0.06
2004-10-01,Semi-duráveis,1.04
2004-10-01,Serviços,0.33
2004-11-01,Alimentos,-0.15
2004-11-01,Comercializáveis,0.47
2004-11-01,Duráveis,0.69
2004-11-01,Industriais,0.7
2004-11-01,Livres,0.39
2004-11-01,Monitorados,1.41
2004-11-01,Não comercializáveis,0.29
2004-11-01,Não-duráveis,0.14
2004-11-01,Semi-duráveis,1.06
2004-11-01,Serviços,0.37
2004-12-01,Alimentos,0.49
2004-12-01,Comercializáveis,0.64
2004-12-01,Duráveis,0.41
2004-12-01,Industriais,0.71
2004-12-01,Livres,0.62
2004-12-01,Monitorados,1.43
2004-12-01,Não comercializáveis,0.6
2004-12-01,Não-duráveis,0.55
2004-12-01,Semi-duráveis,1.27
2004-12-01,Serviços,0.6
2005-01-01,Alimentos,0.77
2005-01-01,Comercializáveis,0.48
2005-01-01,Duráveis,0.93
2005-01-01,Industriais,0.61
2005-01-01,Livres,0.61
2005-01-01,Monitorados,0.51
2005-01-01,Não comercializáveis,0.78
2005-01-01,Não-duráveis,0.63
2005-01-01,Semi-duráveis,0.48
2005-01-01,Serviços,0.46
2005-02-01,Alimentos,0.29
2005-02-01,Comercializáveis,0.06
2005-02-01,Duráveis,0.31
2005-02-01,Industriais,0.39
2005-02-01,Livres,0.77
2005-02-01,Monitorados,0.16
2005-02-01,Não comercializáveis,1.68
2005-02-01,Não-duráveis,0.42
2005-02-01,Semi-duráveis,0.13
2005-02-01,Serviços,1.82
2005-03-01,Alimentos,0.07
2005-03-01,Comercializáveis,0.19
2005-03-01,Duráveis,0.18
2005-03-01,Industriais,0.35
2005-03-01,Livres,0.33
2005-03-01,Monitorados,1.29
2005-03-01,Não comercializáveis,0.5
2005-03-01,Não-duráveis,0.2
2005-03-01,Semi-duráveis,0.55
2005-03-01,Serviços,0.51
2005-04-01,Alimentos,0.9
2005-04-01,Comercializáveis,0.94
2005-04-01,Duráveis,0.69
2005-04-01,Industriais,0.93
2005-04-01,Livres,0.76
2005-04-01,Monitorados,1.14
2005-04-01,Não comercializáveis,0.53
2005-04-01,Não-duráveis,0.99
2005-04-01,Semi-duráveis,0.95
2005-04-01,Serviços,0.35
2005-05-01,Alimentos,0.65
2005-05-01,Comercializáveis,0.72
2005-05-01,Duráveis,0.31
2005-05-01,Industriais,0.75
2005-05-01,Livres,0.59
2005-05-01,Monitorados,0.25
2005-05-01,Não comercializáveis,0.43
2005-05-01,Não-duráveis,0.74
2005-05-01,Semi-duráveis,1.14
2005-05-01,Serviços,0.28
2005-06-01,Alimentos,-0.92
2005-06-01,Comercializáveis,-0.06
2005-06-01,Duráveis,0.42
2005-06-01,Industriais,0.27
2005-06-01,Livres,0.04
2005-06-01,Monitorados,-0.16
2005-06-01,Não comercializáveis,0.16
2005-06-01,Não-duráveis,-0.47
2005-06-01,Semi-duráveis,0.43
2005-06-01,Serviços,0.5
2005-07-01,Alimentos,-1.13
2005-07-01,Comercializáveis,-0.25
2005-07-01,Duráveis,0.22
2005-07-01,Industriais,0.24
2005-07-01,Livres,0.0
2005-07-01,Monitorados,0.84
2005-07-01,Não comercializáveis,0.33
2005-07-01,Não-duráveis,-0.51
2005-07-01,Semi-duráveis,0.27
2005-07-01,Serviços,0.59
2005-08-01,Alimentos,-1.02
2005-08-01,Comercializáveis,-0.18
2005-08-01,Duráveis,0.21
2005-08-01,Industriais,0.15
2005-08-01,Livres,-0.05
2005-08-01,Monitorados,0.69
2005-08-01,Não comercializáveis,0.11
2005-08-01,Não-duráveis,-0.48
2005-08-01,Semi-duráveis,0.07
2005-08-01,Serviços,0.44
2005-09-01,Alimentos,-0.5
2005-09-01,Comercializáveis,-0.02
2005-09-01,Duráveis,-0.05
2005-09-01,Industriais,0.21
2005-09-01,Livres,0.1
2005-09-01,Monitorados,0.92
2005-09-01,Não comercializáveis,0.27
2005-09-01,Não-duráveis,-0.12
2005-09-01,Semi-duráveis,0.31
2005-09-01,Serviços,0.44
2005-10-01,Alimentos,0.38
2005-10-01,Comercializáveis,0.43
2005-10-01,Duráveis,0.13
2005-10-01,Industriais,0.26
2005-10-01,Livres,0.38
2005-10-01,Monitorados,1.62
2005-10-01,Não comercializáveis,0.31
2005-10-01,Não-duráveis,0.25
2005-10-01,Semi-duráveis,0.74
2005-10-01,Serviços,0.56
2005-11-01,Alimentos,0.89
2005-11-01,Comercializáveis,0.17
2005-11-01,Duráveis,-0.36
2005-11-01,Industriais,0.18
2005-11-01,Livres,0.42
2005-11-01,Monitorados,0.85
2005-11-01,Não comercializáveis,0.73
2005-11-01,Não-duráveis,0.61
2005-11-01,Semi-duráveis,0.73
2005-11-01,Serviços,0.41
2005-12-01,Alimentos,0.24
2005-12-01,Comercializáveis,0.23
2005-12-01,Duráveis,0.03
2005-12-01,Industriais,0.35
2005-12-01,Livres,0.29
2005-12-01,Monitorados,0.53
2005-12-01,Não comercializáveis,0.36
2005-12-01,Não-duráveis,0.23
2005-12-01,Semi-duráveis,1.02
2005-12-01,Serviços,0.22
2006-01-01,Alimentos,-0.23
2006-01-01,Comercializáveis,0.33
2006-01-01,Duráveis,0.74
2006-01-01,Industriais,1.0
2006-01-01,Livres,0.6
2006-01-01,Monitorados,0.58
2006-01-01,Não comercializáveis,0.9
2006-01-01,Não-duráveis,0.56
2006-01-01,Semi-duráveis,0.32
2006-01-01,Serviços,0.68
2006-02-01,Alimentos,-0.52
2006-02-01,Comercializáveis,-0.09
2006-02-01,Duráveis,-0.08
2006-02-01,Industriais,0.15
2006-02-01,Livres,0.4
2006-02-01,Monitorados,0.42
2006-02-01,Não comercializáveis,0.97
2006-02-01,Não-duráveis,-0.06
2006-02-01,Semi-duráveis,-0.23
2006-02-01,Serviços,1.54
2006-03-01,Alimentos,-0.38
2006-03-01,Comercializáveis,0.3
2006-03-01,Duráveis,-0.23
2006-03-01,Industriais,0.62
2006-03-01,Livres,0.31
2006-03-01,Monitorados,0.68
2006-03-01,Não comercializáveis,0.32
2006-03-01,Não-duráveis,0.46
2006-03-01,Semi-duráveis,0.23
2006-03-01,Serviços,0.4
2006-04-01,Alimentos,-0.51
2006-04-01,Comercializáveis,-0.17
2006-04-01,Duráveis,-0.49
2006-04-01,Industriais,0.15
2006-04-01,Livres,0.04
2006-04-01,Monitorados,0.54
2006-04-01,Não comercializáveis,0.28
2006-04-01,Não-duráveis,-0.19
2006-04-01,Semi-duráveis,0.84
2006-04-01,Serviços,0.33
2006-05-01,Alimentos,-0.22
2006-05-01,Comercializáveis,-0.12
2006-05-01,Duráveis,-0.1
2006-05-01,Industriais,-0.28
2006-05-01,Livres,-0.08
2006-05-01,Monitorados,0.45
2006-05-01,Não comercializáveis,-0.03
2006-05-01,Não-duráveis,-0.61
2006-05-01,Semi-duráveis,0.76
2006-05-01,Serviços,0.33
2006-06-01,Alimentos,-0.92
2006-06-01,Comercializáveis,-0.42
2006-06-01,Duráveis,-0.56
2006-06-01,Industriais,-0.39
2006-06-01,Livres,-0.35
2006-06-01,Monitorados,0.06
2006-06-01,Não comercializáveis,-0.26
2006-06-01,Não-duráveis,-0.89
2006-06-01,Semi-duráveis,0.49
2006-06-01,Serviços,0.17
2006-07-01,Alimentos,0.08
2006-07-01,Comercializáveis,0.0
2006-07-01,Duráveis,-0.13
2006-07-01,Industriais,-0.02
